,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineStyle,Full_Name,Rating_Somm
5552,Pinotage 2019,South Africa,Western Cape,Barista,4.3,4549,9.95,2019,red,Pinotage 2019 Barista red,Outstanding
5553,Lagrein 2018,Italy,Südtirol - Alto Adige,Tramin,3.7,455,9.62,2018,red,Lagrein 2018 Tramin red,Above Average to Very Good
5554,Margaux (Grand Cru Classé) 2007,France,Margaux,Château Lascombes,4.2,455,74.0,2007,red,Margaux (Grand Cru Classé) 2007 Château Lascombes red,Outstanding
5555,Valpolicella 2016,Italy,Valpolicella,Corte Giara,3.5,455,7.95,2016,red,Valpolicella 2016 Corte Giara red,Above Average to Very Good
5556,Saint-Julien 2016,France,Saint-Julien,Château Gloria,4.1,455,47.53,2016,red,Saint-Julien 2016 Château Gloria red,Outstanding
5557,The Lost Colony Red 2014,United States,Sonoma County,Virginia Dare,3.9,455,24.3,2014,red,The Lost Colony Red 2014 Virginia Dare red,Outstanding
5558,Desiderio Merlot 2014,Italy,Cortona,Avignonesi,4.1,456,43.9,2014,red,Desiderio Merlot 2014 Avignonesi red,Outstanding
5559,Amarone della Valpolicella Classico di Carlo 2010,Italy,Amarone della Valpolicella Classico,Lenotti,4.4,456,38.94,2010,red,Amarone della Valpolicella Classico di Carlo 2010 Lenotti red,Outstanding
5560,Pauillac (Premier Grand Cru Classé) 2010,France,Pauillac,Château Lafite Rothschild,4.4,457,1399.0,2010,red,Pauillac (Premier Grand Cru Classé) 2010 Château Lafite Rothschild red,Outstanding
5561,Palpite Reserva 2017,Portugal,Alentejano,Fitapreta,4.2,457,19.3,2017,red,Palpite Reserva 2017 Fitapreta red,Outstanding
5562,Nero d'Avola 2017,Italy,Terre Siciliane,Baglio di Pianetto,3.9,457,8.4,2017,red,Nero d'Avola 2017 Baglio di Pianetto red,Outstanding
5563,Montessu 2017,Italy,Isola dei Nuraghi,Punica,4.1,458,15.89,2017,red,Montessu 2017 Punica red,Outstanding
5564,Tinto 2013,Portugal,Alentejano,Mouchão,4.2,458,38.99,2013,red,Tinto 2013 Mouchão red,Outstanding
5565,Cygnus Cabernet Sauvignon - Nero d'Avola Regaleali 2015,Italy,Terre Siciliane,Tasca d'Almerita,4.0,458,12.7,2015,red,Cygnus Cabernet Sauvignon - Nero d'Avola Regaleali 2015 Tasca d'Almerita red,Outstanding
5566,Syrah 2016,South Africa,Swartland,Boekenhoutskloof,3.9,458,50.85,2016,red,Syrah 2016 Boekenhoutskloof red,Outstanding
5567,Saia 2016,Italy,Terre Siciliane,Feudo Maccari,3.9,459,18.33,2016,red,Saia 2016 Feudo Maccari red,Outstanding
5568,Bicento 2015,Italy,Irpinia Campi Taurasini,Nativ,4.3,459,25.34,2015,red,Bicento 2015 Nativ red,Outstanding
5569,Cabernet Sauvignon 2018,Argentina,Mendoza,Kaiken,3.6,459,7.24,2018,red,Cabernet Sauvignon 2018 Kaiken red,Above Average to Very Good
5570,Luce 2016,Italy,Toscana,Luce della Vite,4.4,459,86.76,2016,red,Luce 2016 Luce della Vite red,Outstanding
5571,Ilatraia 2015,Italy,Toscana,Brancaia,4.3,459,46.69,2015,red,Ilatraia 2015 Brancaia red,Outstanding
5572,Syrah 2015,South Africa,Swartland,Boekenhoutskloof,4.2,459,61.05,2015,red,Syrah 2015 Boekenhoutskloof red,Outstanding
5573,Valley Floor Shiraz 2017,Australia,Barossa,Langmeil,4.1,459,16.68,2017,red,Valley Floor Shiraz 2017 Langmeil red,Outstanding
5574,Viña Ardanza Selección Especial 2010,Spain,Rioja,La Rioja Alta,4.3,4596,23.0,2010,red,Viña Ardanza Selección Especial 2010 La Rioja Alta red,Outstanding
5575,Alterego 2015,Italy,Monferrato,Coppo,3.7,46,18.42,2015,red,Alterego 2015 Coppo red,Above Average to Very Good
5576,Monastère de Saint-Mont Rouge 2016,France,Saint-Mont,Plaimont,3.7,46,23.5,2016,red,Monastère de Saint-Mont Rouge 2016 Plaimont red,Above Average to Very Good
5577,Sir David Graaff First Baronet of Cape Town 2013,South Africa,Cape Town,De Grendel,4.4,46,167.59,2013,red,Sir David Graaff First Baronet of Cape Town 2013 De Grendel red,Outstanding
5578,Copper Series GSM 2017,Australia,Barossa Valley,Tempus Two,3.6,46,15.98,2017,red,Copper Series GSM 2017 Tempus Two red,Above Average to Very Good
5579,Cuvée Max Pinot Noir 2014,Germany,Rheingau,August Kesseler,4.0,46,75.0,2014,red,Cuvée Max Pinot Noir 2014 August Kesseler red,Outstanding
5580,Imma Langhe Nebbiolo 2016,Italy,Langhe,Marco Bonfante,3.9,46,13.99,2016,red,Imma Langhe Nebbiolo 2016 Marco Bonfante red,Outstanding
5581,Tempranillo 2014,Spain,Castilla y León,Bodegas Clunia,3.9,46,15.9,2014,red,Tempranillo 2014 Bodegas Clunia red,Outstanding
5582,Vignacorta 2017,Italy,Calabria,Fattoria San Francesco,3.7,46,9.5,2017,red,Vignacorta 2017 Fattoria San Francesco red,Above Average to Very Good
5583,Gigondas Hominis Fides 2012,France,Gigondas,Château de Saint Cosme,4.1,46,75.0,2012,red,Gigondas Hominis Fides 2012 Château de Saint Cosme red,Outstanding
5584,Plénitude Madiran Rouge 2011,France,Madiran,Plaimont,3.4,46,22.0,2011,red,Plénitude Madiran Rouge 2011 Plaimont red,Above Average to Very Good
5585,Magna Dolcetto d'Alba 2017,Italy,Dolcetto d'Alba,Paolo Manzone,3.6,46,11.6,2017,red,Magna Dolcetto d'Alba 2017 Paolo Manzone red,Above Average to Very Good
5586,Le Sommet 2016,South Africa,Paarl,Mont du Toit,4.3,46,64.0,2016,red,Le Sommet 2016 Mont du Toit red,Outstanding
5587,Red Blend 2015,Chile,Itata Valley,Viña La Causa,3.9,46,15.3,2015,red,Red Blend 2015 Viña La Causa red,Outstanding
5588,Arvino 2016,Italy,Calabria,Statti,3.8,46,14.38,2016,red,Arvino 2016 Statti red,Above Average to Very Good
5589,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017,France,Saint-Émilion Grand Cru,Château Beau-Sejour Becot,4.0,46,67.26,2017,red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2017 Château Beau-Sejour Becot red,Outstanding
5590,1000X Cabernet - Merlot 2012,Austria,Burgenland,Feiler-Artinger,4.2,46,30.47,2012,red,1000X Cabernet - Merlot 2012 Feiler-Artinger red,Outstanding
5591,Plansel Selecta Homenagem Ao Thomas 2014,Portugal,Alentejano,Quinta da Plansel,3.4,46,6.77,2014,red,Plansel Selecta Homenagem Ao Thomas 2014 Quinta da Plansel red,Above Average to Very Good
5592,Hèritages Rasteau 2013,France,Rasteau,Ogier,3.5,46,11.9,2013,red,Hèritages Rasteau 2013 Ogier red,Above Average to Very Good
5593,Le Pré des Suves Côtes du Rhône Villages 2016,France,Côtes-du-Rhône-Villages,Le Plan des Moines,3.6,46,10.63,2016,red,Le Pré des Suves Côtes du Rhône Villages 2016 Le Plan des Moines red,Above Average to Very Good
5594,Gamay Noir 2016,Canada,Niagara Peninsula,EastDell,3.3,46,14.95,2016,red,Gamay Noir 2016 EastDell red,Above Average to Very Good
5595,Strassertal Zweigelt 2017,Austria,Niederösterreich,Johann Topf,3.3,46,12.41,2017,red,Strassertal Zweigelt 2017 Johann Topf red,Above Average to Very Good
5596,Bin 169 Cabernet Sauvignon 2016,Australia,Coonawarra,Penfolds,4.4,46,319.55,2016,red,Bin 169 Cabernet Sauvignon 2016 Penfolds red,Outstanding
5597,Carmenère 2019,Chile,Central Valley,Antares,3.2,46,5.54,2019,red,Carmenère 2019 Antares red,Above Average to Very Good
5598,Rosso 2018,Italy,Terre Siciliane,Don Mannarone,4.1,46,7.99,2018,red,Rosso 2018 Don Mannarone red,Outstanding
5599,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,France,Saint-Émilion Grand Cru,Château Trotte Vieille,3.7,46,70.19,2013,red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013 Château Trotte Vieille red,Above Average to Very Good
5600,Freinsheim Spätburgunder 2016,Germany,Pfalz,Rings,3.6,46,23.06,2016,red,Freinsheim Spätburgunder 2016 Rings red,Above Average to Very Good
5601,Margaux 2017,France,Margaux,Château Marsac Séguineau,4.1,46,25.99,2017,red,Margaux 2017 Château Marsac Séguineau red,Outstanding
5602,L'Ancely Languedoc La Clape 2015,France,La Clape,Château la Négly,4.2,46,63.36,2015,red,L'Ancely Languedoc La Clape 2015 Château la Négly red,Outstanding
5603,Tìros Limited Edition 2015,Italy,Colli del Limbara,Siddura,4.2,46,34.9,2015,red,Tìros Limited Edition 2015 Siddura red,Outstanding
5604,Rex Garnacha - Graciano 2017,Spain,Rioja,Lacrimus,3.8,46,7.1,2017,red,Rex Garnacha - Graciano 2017 Lacrimus red,Above Average to Very Good
5605,Le Traversier Châteauneuf-du-Pape Rouge 2016,France,Châteauneuf-du-Pape,Château Simian,4.2,46,26.48,2016,red,Le Traversier Châteauneuf-du-Pape Rouge 2016 Château Simian red,Outstanding
5606,Cabernet Sauvignon Garda 2017,Italy,Garda,S. Cristina,3.9,46,13.53,2017,red,Cabernet Sauvignon Garda 2017 S. Cristina red,Outstanding
5607,Bàcco 2016,Italy,Isola dei Nuraghi,Siddura,3.9,46,27.2,2016,red,Bàcco 2016 Siddura red,Outstanding
5608,Sàgana (Tenuta San Giacomo) 2016,Italy,Sicilia,Cusumano,3.9,46,26.9,2016,red,Sàgana (Tenuta San Giacomo) 2016 Cusumano red,Outstanding
5609,Baron Salvadori Anticus Riserva 2016,Italy,Südtirol - Alto Adige,Nals Margreid,4.4,46,26.23,2016,red,Baron Salvadori Anticus Riserva 2016 Nals Margreid red,Outstanding
5610,Tempranillo 2018,Spain,Castilla,Faustino Rivero Ulecia,3.0,46,5.95,2018,red,Tempranillo 2018 Faustino Rivero Ulecia red,Above Average to Very Good
5611,Sélection Spéciale Cabernet - Merlot 2017,France,Pays d'Oc,Les Jamelles,4.0,46,9.73,2017,red,Sélection Spéciale Cabernet - Merlot 2017 Les Jamelles red,Outstanding
5612,Saint Ferréol Bandol 2011,France,Bandol,Domaine de la Tour du Bon,4.0,46,41.91,2011,red,Saint Ferréol Bandol 2011 Domaine de la Tour du Bon red,Outstanding
5613,Merlot 2016,Italy,Südtirol - Alto Adige,Franz Haas,3.9,46,25.9,2016,red,Merlot 2016 Franz Haas red,Outstanding
5614,Nuits-Saint-Georges 'Les Argillats' 2017,France,Nuits-Saint-Georges,Philippe Gavignet,4.4,46,46.77,2017,red,Nuits-Saint-Georges 'Les Argillats' 2017 Philippe Gavignet red,Outstanding
5615,Merlot 2018,Chile,Central Valley,de Gras,3.2,46,5.33,2018,red,Merlot 2018 de Gras red,Above Average to Very Good
5616,Selection Barbera 2016,Slovenia,Vipava,Guerila,3.8,46,19.0,2016,red,Selection Barbera 2016 Guerila red,Above Average to Very Good
5617,Cabernet Sauvignon (Ou Kalant) 2018,South Africa,Coastal Region,MAN,3.4,46,5.94,2018,red,Cabernet Sauvignon (Ou Kalant) 2018 MAN red,Above Average to Very Good
5618,Limited Release Carmenère 2015,Chile,Rapel Valley,Sutil,4.1,46,12.65,2015,red,Limited Release Carmenère 2015 Sutil red,Outstanding
5619,Bordeaux Supérieur Merlot 2016,France,Bordeaux Supérieur,Château Saby,3.9,46,9.56,2016,red,Bordeaux Supérieur Merlot 2016 Château Saby red,Outstanding
5620,Vigneto La Casuccia Chianti Classico Gran Selezione 2013,Italy,Chianti Classico,Castello di Ama,4.3,46,224.89,2013,red,Vigneto La Casuccia Chianti Classico Gran Selezione 2013 Castello di Ama red,Outstanding
5621,S.....Sprung Trocken 2015,Germany,Pfalz,Dr. Von Bassermann-Jordan,3.5,46,13.5,2015,red,S.....Sprung Trocken 2015 Dr. Von Bassermann-Jordan red,Above Average to Very Good
5622,Spätburgunder 2015,Germany,Baden,Kopp,3.3,46,9.9,2015,red,Spätburgunder 2015 Kopp red,Above Average to Very Good
5623,5 Vignes Barbera d'Asti 2017,Italy,Barbera d'Asti,La Morandina,3.6,46,9.5,2017,red,5 Vignes Barbera d'Asti 2017 La Morandina red,Above Average to Very Good
5624,Melisseo Superiore Cirò Rosso 2016,Italy,Cirò,Cantine de Luca,3.6,46,7.6,2016,red,Melisseo Superiore Cirò Rosso 2016 Cantine de Luca red,Above Average to Very Good
5625,Tempranillo 2014,Spain,Castilla y León,Barcelo,3.0,46,5.8,2014,red,Tempranillo 2014 Barcelo red,Above Average to Very Good
5626,Campo Prognài Valpolicella Superiore 2012,Italy,Valpolicella,Latium Morini,4.0,460,19.95,2012,red,Campo Prognài Valpolicella Superiore 2012 Latium Morini red,Outstanding
5627,Pèppoli Chianti Classico 2018,Italy,Chianti Classico,Antinori,3.8,460,13.44,2018,red,Pèppoli Chianti Classico 2018 Antinori red,Above Average to Very Good
5628,Ripasso 2016,Italy,Valpolicella Ripasso,Villa Cavarena,3.8,460,31.48,2016,red,Ripasso 2016 Villa Cavarena red,Above Average to Very Good
5629,Pomerol 2005,France,Pomerol,Château Gazin,4.4,460,139.95,2005,red,Pomerol 2005 Château Gazin red,Outstanding
5630,Sommarovina Valtellina Superiore Sassella 2014,Italy,Valtellina Superiore,Mamete Prevostini,3.8,461,24.0,2014,red,Sommarovina Valtellina Superiore Sassella 2014 Mamete Prevostini red,Above Average to Very Good
5631,Douro Redoma Tinto 2011,Portugal,Douro,Niepoort,4.0,461,34.89,2011,red,Douro Redoma Tinto 2011 Niepoort red,Outstanding
5632,Tre Autoctoni Evoluzione Notturnia N.V.,Italy,Vino d'Italia,Farnese,3.7,461,7.75,2050,red,Tre Autoctoni Evoluzione Notturnia N.V. Farnese red,Above Average to Very Good
5633,Margaux (Grand Cru Classé) 2012,France,Margaux,Château Durfort-Vivens,4.0,462,43.82,2012,red,Margaux (Grand Cru Classé) 2012 Château Durfort-Vivens red,Outstanding
5634,Montado Alentejo Tinto 2018,Portugal,Alentejo,José Maria da Fonseca,3.6,462,5.99,2018,red,Montado Alentejo Tinto 2018 José Maria da Fonseca red,Above Average to Very Good
5635,Saint-Julien (Grand Cru Classé) 2010,France,Saint-Julien,Château Langoa Barton,4.2,462,82.0,2010,red,Saint-Julien (Grand Cru Classé) 2010 Château Langoa Barton red,Outstanding
5636,Spice Trader Shiraz - Cabernet Sauvignon 2015,Australia,Langhorne Creek,Heartland,3.9,463,9.98,2015,red,Spice Trader Shiraz - Cabernet Sauvignon 2015 Heartland red,Outstanding
5637,Montsant Acústic 2017,Spain,Montsant,Acustic Celler,4.0,463,14.06,2017,red,Montsant Acústic 2017 Acustic Celler red,Outstanding
5638,Aconcagua Valley 2016,Chile,Aconcagua Valley,Sena,4.4,463,131.6,2016,red,Aconcagua Valley 2016 Sena red,Outstanding
5639,The Velvet Devil Merlot 2017,United States,Columbia Valley,Charles Smith,3.6,463,13.16,2017,red,The Velvet Devil Merlot 2017 Charles Smith red,Above Average to Very Good
5640,Tinto (Malbec) 2017,Argentina,Salta,Amalaya,3.8,4634,11.89,2017,red,Tinto (Malbec) 2017 Amalaya red,Above Average to Very Good
5641,Mille E Una Notte 2016,Italy,Contessa Entellina,Donnafugata,4.4,464,44.5,2016,red,Mille E Una Notte 2016 Donnafugata red,Outstanding
5642,Big Easy Red 2017,South Africa,Western Cape,Ernie Els,3.7,464,17.36,2017,red,Big Easy Red 2017 Ernie Els red,Above Average to Very Good
5643,Petit Caro Malbec - Cabernet Sauvignon 2017,Argentina,Mendoza,Caro (Catena and Rothschild),4.0,464,19.6,2017,red,Petit Caro Malbec - Cabernet Sauvignon 2017 Caro (Catena and Rothschild) red,Outstanding
5644,Mythique Languedoc Rouge 2018,France,Languedoc,Val d'Orbieu,3.5,465,6.78,2018,red,Mythique Languedoc Rouge 2018 Val d'Orbieu red,Above Average to Very Good
5645,Barbera d'Asti 2018,Italy,Barbera d'Asti,Ricossa,3.8,465,6.58,2018,red,Barbera d'Asti 2018 Ricossa red,Above Average to Very Good
5646,Sito dell'Ulmo Merlot 2011,Italy,Menfi,Planeta,3.7,465,18.99,2011,red,Sito dell'Ulmo Merlot 2011 Planeta red,Above Average to Very Good
5647,Reserva Merlot 2012,Chile,Colchagua Valley,Caliterra,3.4,466,6.03,2012,red,Reserva Merlot 2012 Caliterra red,Above Average to Very Good
5648,Pauillac (Grand Cru Classé) 2015,France,Pauillac,Château Pontet-Canet,4.4,466,135.5,2015,red,Pauillac (Grand Cru Classé) 2015 Château Pontet-Canet red,Outstanding
5649,A Mano Rioja 2015,Spain,Rioja,Lan,4.3,466,33.9,2015,red,A Mano Rioja 2015 Lan red,Outstanding
5650,Pomerol 2013,France,Pomerol,Château Clinet,3.9,467,71.15,2013,red,Pomerol 2013 Château Clinet red,Outstanding
5651,Syrah 2017,United States,Columbia Valley,Chateau Ste. Michelle,4.0,467,13.49,2017,red,Syrah 2017 Chateau Ste. Michelle red,Outstanding
5652,Chianti Classico 2016,Italy,Chianti Classico,Rocca di Montegrossi,4.0,467,13.95,2016,red,Chianti Classico 2016 Rocca di Montegrossi red,Outstanding
5653,Barbera d'Alba 2018,Italy,Barbera d'Alba,Fontanafredda,3.5,467,7.08,2018,red,Barbera d'Alba 2018 Fontanafredda red,Above Average to Very Good
5654,Haut-Médoc (Grand Cru Classé) 2012,France,Haut-Médoc,Château La Lagune,4.1,467,71.17,2012,red,Haut-Médoc (Grand Cru Classé) 2012 Château La Lagune red,Outstanding
5655,Campolongo di Torbe Amarone della Valpolicella Classico 2011,Italy,Amarone della Valpolicella Classico,Masi,4.4,468,119.0,2011,red,Campolongo di Torbe Amarone della Valpolicella Classico 2011 Masi red,Outstanding
5656,Rioja Reserva 2013,Spain,Rioja,Antaño,3.3,468,9.99,2013,red,Rioja Reserva 2013 Antaño red,Above Average to Very Good
5657,Le Petit Mouton de Mouton Rothschild Pauillac 2005,France,Pauillac,Château Mouton Rothschild,4.4,468,339.95,2005,red,Le Petit Mouton de Mouton Rothschild Pauillac 2005 Château Mouton Rothschild red,Outstanding
5658,Pessac-Léognan 2005,France,Pessac-Léognan,Château Haut-Bailly,4.3,468,124.95,2005,red,Pessac-Léognan 2005 Château Haut-Bailly red,Outstanding
5659,Malbec 2018,Argentina,Mendoza,Anubis,3.7,469,9.99,2018,red,Malbec 2018 Anubis red,Above Average to Very Good
5660,Amarone della Valpolicella Classico 2010,Italy,Amarone della Valpolicella Classico,Bertani,4.3,469,87.2,2010,red,Amarone della Valpolicella Classico 2010 Bertani red,Outstanding
5661,Pessac-Léognan (Grand Cru Classé de Graves) 2005,France,Pessac-Léognan,Château Malartic-Lagravière,4.2,469,79.95,2005,red,Pessac-Léognan (Grand Cru Classé de Graves) 2005 Château Malartic-Lagravière red,Outstanding
5662,Paula Cabernet Sauvignon 2018,Argentina,Mendoza,Doña Paula,3.6,469,6.73,2018,red,Paula Cabernet Sauvignon 2018 Doña Paula red,Above Average to Very Good
5663,Cahors 2015,France,Cahors,Château du Cèdre,3.9,469,15.9,2015,red,Cahors 2015 Château du Cèdre red,Outstanding
5664,Télégramme Châteauneuf-du-Pape 2017,France,Châteauneuf-du-Pape,Domaine du Vieux Télégraphe,4.3,469,39.99,2017,red,Télégramme Châteauneuf-du-Pape 2017 Domaine du Vieux Télégraphe red,Outstanding
5665,Armonia Rouge 2018,France,Vin de France,Bassac,3.6,47,6.95,2018,red,Armonia Rouge 2018 Bassac red,Above Average to Very Good
5666,Anniversario Monferrato 2013,Italy,Monferrato,Michele Chiarlo,3.6,47,12.19,2013,red,Anniversario Monferrato 2013 Michele Chiarlo red,Above Average to Very Good
5667,Chianti Classico 2016,Italy,Chianti Classico,Villa Trasqua,4.0,47,12.1,2016,red,Chianti Classico 2016 Villa Trasqua red,Outstanding
5668,Appassimento 2018,Italy,Piemonte,Nardelli,4.0,47,7.3,2018,red,Appassimento 2018 Nardelli red,Outstanding
5669,Béla-Jóska Eisenberg 2017,Austria,Burgenland,Wachter-Wiesler,3.6,47,12.32,2017,red,Béla-Jóska Eisenberg 2017 Wachter-Wiesler red,Above Average to Very Good
5670,Vom Kalk Pinot Noir 2015,Austria,Mittelburgenland,Weninger,3.6,47,15.65,2015,red,Vom Kalk Pinot Noir 2015 Weninger red,Above Average to Very Good
5671,4m 2017,Spain,Rioja Alta,Tarón,3.4,47,7.02,2017,red,4m 2017 Tarón red,Above Average to Very Good
5672,Pomerol 2015,France,Pomerol,Château Gombaude-Guillot,4.3,47,81.58,2015,red,Pomerol 2015 Château Gombaude-Guillot red,Outstanding
5673,Blaufränkisch Leithakalk 2015,Austria,Burgenland,Kollwentz,3.7,47,22.69,2015,red,Blaufränkisch Leithakalk 2015 Kollwentz red,Above Average to Very Good
5674,Pomerol 2012,France,Pomerol,Château La Providence,4.3,47,80.15,2012,red,Pomerol 2012 Château La Providence red,Outstanding
5675,Pinotage 2015,South Africa,Stellenbosch,Drostdy-Hof,3.4,47,7.79,2015,red,Pinotage 2015 Drostdy-Hof red,Above Average to Very Good
5676,Block G+I 2016,Chile,Colchagua Valley,Polkura,4.1,47,31.19,2016,red,Block G+I 2016 Polkura red,Outstanding
5677,Les Terroirs Saint-Chinian 2013,France,Saint-Chinian,Calmel & Joseph,3.8,47,7.75,2013,red,Les Terroirs Saint-Chinian 2013 Calmel & Joseph red,Above Average to Very Good
5678,Las Flors de la Pèira Terrasses du Larzac 2017,France,Terrasses du Larzac,La Pèira en Damaisèla,3.8,47,29.15,2017,red,Las Flors de la Pèira Terrasses du Larzac 2017 La Pèira en Damaisèla red,Above Average to Very Good
5679,Pomerol 2015,France,Pomerol,Clos l'Eglise,4.3,47,94.95,2015,red,Pomerol 2015 Clos l'Eglise red,Outstanding
5680,Langhe Freisa 2018,Italy,Langhe,Comm. G.B. Burlotto,3.9,47,18.9,2018,red,Langhe Freisa 2018 Comm. G.B. Burlotto red,Outstanding
5681,L'Esprit de Font Caude Montpeyroux 2014,France,Montpeyroux,Alain Chabanon,4.3,47,29.9,2014,red,L'Esprit de Font Caude Montpeyroux 2014 Alain Chabanon red,Outstanding
5682,Chambolle-Musigny 2016,France,Chambolle-Musigny,Joseph Drouhin,4.1,47,76.09,2016,red,Chambolle-Musigny 2016 Joseph Drouhin red,Outstanding
5683,Côtes du Rhône 2018,France,Côtes-du-Rhône,Maison Plantevin,3.8,47,7.7,2018,red,Côtes du Rhône 2018 Maison Plantevin red,Above Average to Very Good
5684,Arthos Pinot Noir 2013,Germany,Pfalz,Weingut Metzger,4.2,47,89.68,2013,red,Arthos Pinot Noir 2013 Weingut Metzger red,Outstanding
5685,Côte-Rôtie La Turque 2014,France,Côte-Rôtie,E. Guigal,4.5,47,298.0,2014,red,Côte-Rôtie La Turque 2014 E. Guigal red,Outstanding
5686,120 Merlot 2018,Chile,Central Valley,Santa Rita,3.4,47,6.33,2018,red,120 Merlot 2018 Santa Rita red,Above Average to Very Good
