,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineStyle,Full_Name
5032,Merlot Sicilia 2018,Italy,Terre Siciliane,Settesoli,3.1,40,5.79,2018,red,Merlot Sicilia 2018 Settesoli red
5033,Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Pietroso,4.2,40,53.61,2015,red,Brunello di Montalcino 2015 Pietroso red
5034,Vino Nobile di Montepulciano 2016,Italy,Vino Nobile di Montepulciano,De'Ricci,4.1,40,16.56,2016,red,Vino Nobile di Montepulciano 2016 De'Ricci red
5035,Tempranillo 2016,Spain,Castilla,Infinitus,3.1,40,4.92,2016,red,Tempranillo 2016 Infinitus red
5036,Syrah 2017,New Zealand,Nelson,Seifried Estate,3.3,40,16.77,2017,red,Syrah 2017 Seifried Estate red
5037,Dark Lady of the Labyrinth Pinotage 2017,South Africa,Western Cape,Doolhof Wine Estate,4.0,400,12.5,2017,red,Dark Lady of the Labyrinth Pinotage 2017 Doolhof Wine Estate red
5038,Vieilles Vignes Rouge Costières de Nîmes 2017,France,Costières-de-Nîmes,Château de Nages,3.6,400,12.19,2017,red,Vieilles Vignes Rouge Costières de Nîmes 2017 Château de Nages red
5039,Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Château Martinet,3.5,400,16.35,2011,red,Saint-Émilion Grand Cru 2011 Château Martinet red
5040,Château de Haute-Serre Malbec 2016,France,Cahors,Georges Vigouroux,4.1,400,19.4,2016,red,Château de Haute-Serre Malbec 2016 Georges Vigouroux red
5041,Ritme Vinyes Velles Boniques 2017,Spain,Priorat,Acustic Celler,4.0,400,17.99,2017,red,Ritme Vinyes Velles Boniques 2017 Acustic Celler red
5042,Saint-Émilion Grand Cru (Grand Cru Classé) 2011,France,Saint-Émilion Grand Cru,Clos de l'Oratoire,4.0,400,42.5,2011,red,Saint-Émilion Grand Cru (Grand Cru Classé) 2011 Clos de l'Oratoire red
5043,Saint-Émilion Grand Cru (Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château de Ferrand,3.9,401,42.0,2015,red,Saint-Émilion Grand Cru (Grand Cru Classé) 2015 Château de Ferrand red
5044,Bourgogne Pinot Noir 2016,France,Bourgogne,Antonin Rodet,3.5,401,16.96,2016,red,Bourgogne Pinot Noir 2016 Antonin Rodet red
5045,Montiano 2011,Italy,Lazio,Falesco,4.0,401,26.92,2011,red,Montiano 2011 Falesco red
5046,Haut-Médoc 2015,France,Haut-Médoc,Château Charmail,3.8,401,17.95,2015,red,Haut-Médoc 2015 Château Charmail red
5047,Pessac-Léognan (Premier Grand Cru Classé) 2009,France,Pessac-Léognan,Château Haut-Brion,4.7,401,955.3,2009,red,Pessac-Léognan (Premier Grand Cru Classé) 2009 Château Haut-Brion red
5048,Bolgheri Il Seggio 2017,Italy,Bolgheri,Poggio Al Tesoro,4.0,401,19.3,2017,red,Bolgheri Il Seggio 2017 Poggio Al Tesoro red
5049,BriO de Cantenac Brown Margaux 2015,France,Margaux,Château Cantenac Brown,4.0,401,36.33,2015,red,BriO de Cantenac Brown Margaux 2015 Château Cantenac Brown red
5050,Burdese 2011,Italy,Menfi,Planeta,4.0,402,20.96,2011,red,Burdese 2011 Planeta red
5051,Ca'Marcanda Magari 2017,Italy,Bolgheri,Gaja,4.3,402,42.5,2017,red,Ca'Marcanda Magari 2017 Gaja red
5052,Goru 38 Barrels 2016,Spain,Jumilla,EGO,4.2,402,20.47,2016,red,Goru 38 Barrels 2016 EGO red
5053,Pomerol 2005,France,Pomerol,Château La Conseillante,4.4,402,289.95,2005,red,Pomerol 2005 Château La Conseillante red
5054,Antièri Susumaniello 2017,Italy,Salento,Schola Sarmenti,4.3,403,16.87,2017,red,Antièri Susumaniello 2017 Schola Sarmenti red
5055,Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Il Marroneto,4.2,403,63.26,2013,red,Brunello di Montalcino 2013 Il Marroneto red
5056,Finca Pedregal Single Vineyard Malbec - Cabernet Sauvignon 2014,Argentina,Mendoza,Pascual Toso,4.3,403,50.11,2014,red,Finca Pedregal Single Vineyard Malbec - Cabernet Sauvignon 2014 Pascual Toso red
5057,Crianza 2015,Spain,La Mancha,Bodegas Artero,3.7,403,6.99,2015,red,Crianza 2015 Bodegas Artero red
5058,Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Poggio Landi,4.0,403,38.5,2012,red,Brunello di Montalcino 2012 Poggio Landi red
5059,Susumaniello 2017,Italy,Puglia,Epicuro,4.0,403,14.94,2017,red,Susumaniello 2017 Epicuro red
5060,Cabernet Sauvignon 2018,Argentina,Tupungato,Domaine Bousquet,3.6,404,6.75,2018,red,Cabernet Sauvignon 2018 Domaine Bousquet red
5061,Margaux (Grand Cru Classé) 2015,France,Margaux,Château Marquis de Terme,4.1,404,55.1,2015,red,Margaux (Grand Cru Classé) 2015 Château Marquis de Terme red
5062,Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Itinera Prima Classe,3.9,404,6.3,2017,red,Montepulciano d'Abruzzo 2017 Itinera Prima Classe red
5063,Terra di Lavoro 2012,Italy,Roccamonfina,Galardi,4.2,404,47.53,2012,red,Terra di Lavoro 2012 Galardi red
5064,Saint-Julien (Grand Cru Classé) 2014,France,Saint-Julien,Château Gruaud Larose,4.1,404,68.04,2014,red,Saint-Julien (Grand Cru Classé) 2014 Château Gruaud Larose red
5065,Saint-Julien (Grand Cru Classé) 2013,France,Saint-Julien,Château Léoville Barton,4.0,404,77.01,2013,red,Saint-Julien (Grand Cru Classé) 2013 Château Léoville Barton red
5066,Machete 2017,United States,California,Orin Swift,4.3,405,57.51,2017,red,Machete 2017 Orin Swift red
5067,Filius Cabernet - Merlot 2016,Australia,Margaret River,Vasse Felix,3.7,405,20.9,2016,red,Filius Cabernet - Merlot 2016 Vasse Felix red
5068,Sfursat 2015,Italy,Valtellina,Nino Negri,4.3,405,30.95,2015,red,Sfursat 2015 Nino Negri red
5069,Eagle Peak Merlot 2015,United States,California,Fetzer,3.3,405,10.69,2015,red,Eagle Peak Merlot 2015 Fetzer red
5070,Pinotage 2017,South Africa,Swartland,Spice Route,4.1,405,15.9,2017,red,Pinotage 2017 Spice Route red
5071,Bussia Barolo 2013,Italy,Barolo,Costa di Bussia - Tenuta Arnulfo,3.9,406,27.75,2013,red,Bussia Barolo 2013 Costa di Bussia - Tenuta Arnulfo red
5072,Lumà Nero d'Avola 2018,Italy,Terre Siciliane,Cellaro,3.8,406,6.69,2018,red,Lumà Nero d'Avola 2018 Cellaro red
5073,Agnus Cabernet Sauvignon 2012,Brazil,Encruzilhada do Sul,Lidio Carraro,3.2,406,11.65,2012,red,Agnus Cabernet Sauvignon 2012 Lidio Carraro red
5074,S Syrah 2012,Portugal,Alentejano,Esporão,4.0,406,35.09,2012,red,S Syrah 2012 Esporão red
5075,Corbières Domaine Georges Bertrand 2017,France,Corbières,Gérard Bertrand,3.8,406,10.42,2017,red,Corbières Domaine Georges Bertrand 2017 Gérard Bertrand red
5076,Pomerol 2013,France,Pomerol,Château de Sales,3.7,407,28.07,2013,red,Pomerol 2013 Château de Sales red
5077,Gigondas Aux Lieux-Dits 2015,France,Gigondas,Domaine Santa Duc,3.9,407,19.95,2015,red,Gigondas Aux Lieux-Dits 2015 Domaine Santa Duc red
5078,Rouge (Estate Reserve) 2001,South Africa,Stellenbosch,Morgenster Estate,4.3,407,43.82,2001,red,Rouge (Estate Reserve) 2001 Morgenster Estate red
5079,Pian delle Vigne Rosso di Montalcino 2018,Italy,Rosso di Montalcino,Antinori,4.1,407,21.85,2018,red,Pian delle Vigne Rosso di Montalcino 2018 Antinori red
5080,Cabernet Sauvignon (Ou Kalant) 2017,South Africa,Coastal Region,MAN,3.5,408,5.95,2017,red,Cabernet Sauvignon (Ou Kalant) 2017 MAN red
5081,Pinot Noir 2017,Chile,Aconcagua Costa,Arboleda,3.8,408,22.22,2017,red,Pinot Noir 2017 Arboleda red
5082,Saint-Émilion Grand Cru (Grand Cru Classé) 2014,France,Saint-Émilion Grand Cru,Clos de l'Oratoire,4.1,408,39.9,2014,red,Saint-Émilion Grand Cru (Grand Cru Classé) 2014 Clos de l'Oratoire red
5083,Bardolino Classico 2018,Italy,Bardolino,Zonin,3.2,408,6.31,2018,red,Bardolino Classico 2018 Zonin red
5084,Margaux 2016,France,Margaux,Château La Tour de Mons,4.1,409,34.32,2016,red,Margaux 2016 Château La Tour de Mons red
5085,Margaux 2005,France,Margaux,Château Rauzan-Gassies,4.1,409,69.95,2005,red,Margaux 2005 Château Rauzan-Gassies red
5086,Maroccoli Syrah 2014,Italy,Menfi,Planeta,4.0,409,22.0,2014,red,Maroccoli Syrah 2014 Planeta red
5087,1952 Brindisi Riserva 2016,Italy,Brindisi,Cantina Sampietrana,4.1,409,7.99,2016,red,1952 Brindisi Riserva 2016 Cantina Sampietrana red
5088,Sfursat Carlo Negri 2016,Italy,Valtellina,Nino Negri,4.2,409,23.29,2016,red,Sfursat Carlo Negri 2016 Nino Negri red
5089,Tempranillo 2017,Spain,Valencia,The Tapas Wine Collection,3.5,409,7.32,2017,red,Tempranillo 2017 The Tapas Wine Collection red
5090,Ribera del Duero Crianza 2014,Spain,Ribera del Duero,Balbas,3.7,409,19.31,2014,red,Ribera del Duero Crianza 2014 Balbas red
5091,Reserve Red 2015,South Africa,Stellenbosch,Reyneke,3.9,41,54.25,2015,red,Reserve Red 2015 Reyneke red
5092,Encostas do Vale Godinho 2016,Portugal,Tejo,Alveirão,3.6,41,9.85,2016,red,Encostas do Vale Godinho 2016 Alveirão red
5093,Barbera d'Alba La Martina 2018,Italy,Barbera d'Alba,Broccardo,4.1,41,10.1,2018,red,Barbera d'Alba La Martina 2018 Broccardo red
5094,Amarone della Valpolicella 2013,Italy,Amarone della Valpolicella,Prà,4.4,41,49.95,2013,red,Amarone della Valpolicella 2013 Prà red
5095,Art 'n' Soul Shiraz - Grenache 2015,Australia,Barossa,Peter Lehmann,3.4,41,10.42,2015,red,Art 'n' Soul Shiraz - Grenache 2015 Peter Lehmann red
5096,Lagrein 2019,Italy,Südtirol - Alto Adige,Terlan (Terlano),4.0,41,11.69,2019,red,Lagrein 2019 Terlan (Terlano) red
5097,Brunello di Montalcino Grazia 2013,Italy,Brunello di Montalcino,Il Bosco di Grazia,4.1,41,49.88,2013,red,Brunello di Montalcino Grazia 2013 Il Bosco di Grazia red
5098,Rosso di Montalcino 2018,Italy,Rosso di Montalcino,Capanna,4.2,41,17.9,2018,red,Rosso di Montalcino 2018 Capanna red
5099,Barolo 2012,Italy,Barolo,Vinchio - Vaglio Serra,3.8,41,26.5,2012,red,Barolo 2012 Vinchio - Vaglio Serra red
5100,Extra Libre 2018,France,Cahors,Château du Cèdre,3.8,41,17.5,2018,red,Extra Libre 2018 Château du Cèdre red
5101,Pinot Noir 2015,New Zealand,Marlborough,Nautilus,3.6,41,27.71,2015,red,Pinot Noir 2015 Nautilus red
5102,Parej Barolo 2014,Italy,Barolo,Icardi,3.8,41,27.82,2014,red,Parej Barolo 2014 Icardi red
5103,The Fifth Wave Grenache 2017,Australia,Barossa,Langmeil,4.1,41,28.31,2017,red,The Fifth Wave Grenache 2017 Langmeil red
5104,Pessac-Léognan Rouge 2005,France,Pessac-Léognan,Château de Rouillac,3.9,41,29.95,2005,red,Pessac-Léognan Rouge 2005 Château de Rouillac red
5105,Spätburgunder Roter Porphyr 2016,Germany,Baden,Kopp,3.5,41,15.37,2016,red,Spätburgunder Roter Porphyr 2016 Kopp red
5106,Rosso di Montalcino (Campo di Marzo) 2013,Italy,Rosso di Montalcino,Il Valentiano,3.4,41,31.85,2013,red,Rosso di Montalcino (Campo di Marzo) 2013 Il Valentiano red
5107,Buriano Toscana 2013,Italy,Toscana,Rocca di Castagnoli,3.7,41,32.65,2013,red,Buriano Toscana 2013 Rocca di Castagnoli red
5108,Amarone Corte Brà 2010,Italy,Amarone della Valpolicella,Sartori,4.4,41,34.02,2010,red,Amarone Corte Brà 2010 Sartori red
5109,Zweigelt Alte Reben 2018,Austria,Burgenland,Paul Achs,3.7,41,14.17,2018,red,Zweigelt Alte Reben 2018 Paul Achs red
5110,Barrancas Toso Red 2013,Argentina,Mendoza,Pascual Toso,4.0,41,13.82,2013,red,Barrancas Toso Red 2013 Pascual Toso red
5111,Malbec Reserva 2018,Argentina,Lujan de Cuyo,Sottano,4.0,41,13.6,2018,red,Malbec Reserva 2018 Sottano red
5112,Les Combettes 2016,France,Côtes du Brian,Domaine Anne Gros & Jean-Paul Tollot,3.8,41,19.3,2016,red,Les Combettes 2016 Domaine Anne Gros & Jean-Paul Tollot red
5113,Les Escures 2018,France,Cahors,Mas del Périé - Fabien Jouves,3.6,41,13.0,2018,red,Les Escures 2018 Mas del Périé - Fabien Jouves red
5114,Piroska Trocken 2019,Austria,Niederösterreich,Joiseph,4.1,41,12.87,2019,red,Piroska Trocken 2019 Joiseph red
5115,Blutsbruder Für Immer Vereint Rot 2016,Germany,Rheinhessen,Karl May,3.8,41,12.62,2016,red,Blutsbruder Für Immer Vereint Rot 2016 Karl May red
5116,Domini Douro 2018,Portugal,Douro,José Maria da Fonseca,3.5,41,12.52,2018,red,Domini Douro 2018 José Maria da Fonseca red
5117,Fronsac 2014,France,Fronsac,Château Moulin Haut-Laroque,3.9,41,19.45,2014,red,Fronsac 2014 Château Moulin Haut-Laroque red
5118,Blaufränkisch 2017,Austria,Neusiedlersee,Heinrich,3.7,41,10.83,2017,red,Blaufränkisch 2017 Heinrich red
5119,Vieilles Vignes Nuits-Saint-Georges 2017,France,Nuits-Saint-Georges,Domaine Truchetet,4.0,41,49.9,2017,red,Vieilles Vignes Nuits-Saint-Georges 2017 Domaine Truchetet red
5120,La Colomina 2016,France,Côtes Catalanes,Domaine la Casenove,3.7,41,9.65,2016,red,La Colomina 2016 Domaine la Casenove red
5121,Saint-Estèphe (Grand Cru Classé) 2017,France,Saint-Estèphe,Château Lafon-Rochet,3.6,41,48.64,2017,red,Saint-Estèphe (Grand Cru Classé) 2017 Château Lafon-Rochet red
5122,Valdepila Tempranillo 2013,Spain,Ribera del Duero,Viñedos Milénico,4.0,41,22.2,2013,red,Valdepila Tempranillo 2013 Viñedos Milénico red
5123,Ferguson Vineyard 2015,United States,Columbia Valley,L'Ecole No 41,4.4,41,63.96,2015,red,Ferguson Vineyard 2015 L'Ecole No 41 red
5124,Alta Colección Cabernet Sauvignon Mendoza 2018,Argentina,Mendoza,Bodega Piedra Negra,3.9,41,8.99,2018,red,Alta Colección Cabernet Sauvignon Mendoza 2018 Bodega Piedra Negra red
5125,Reserva Cabernet Sauvignon 2017,Chile,Colchagua Valley,Montes,3.6,41,8.69,2017,red,Reserva Cabernet Sauvignon 2017 Montes red
5126,Côté Sud 2018,France,Côtes Catalanes,Domaine Lafage,3.6,41,7.85,2018,red,Côté Sud 2018 Domaine Lafage red
5127,Il Lemos Susumaniello 2018,Italy,Salento,Leone de Castris,3.6,41,8.63,2018,red,Il Lemos Susumaniello 2018 Leone de Castris red
5128,Echézeaux Grand Cru 2013,France,Échezeaux Grand Cru,Louis Jadot - Domaine Gagey,4.2,41,222.13,2013,red,Echézeaux Grand Cru 2013 Louis Jadot - Domaine Gagey red
5129,Tempranillo 2018,Spain,Rioja,Hacienda Grimon,3.9,41,8.55,2018,red,Tempranillo 2018 Hacienda Grimon red
5130,Côtes du Rhône Villages 2016,France,Côtes-du-Rhône-Villages,François Arnaud,3.7,41,8.53,2016,red,Côtes du Rhône Villages 2016 François Arnaud red
5131,Einstern Pinot Noir 2015,Germany,Mosel,Markus Molitor,3.7,41,22.22,2015,red,Einstern Pinot Noir 2015 Markus Molitor red
5132,Rota de Cabral Tinto 2017,Portugal,Ribatejo,Ribeirinha,3.0,41,5.19,2017,red,Rota de Cabral Tinto 2017 Ribeirinha red
5133,La Borde Côtes du Rhône 2017,France,Côtes-du-Rhône,Le Plan des Moines,3.8,41,6.73,2017,red,La Borde Côtes du Rhône 2017 Le Plan des Moines red
5134,Shiraz 2015,United States,California,Crane Lake,3.5,41,9.26,2015,red,Shiraz 2015 Crane Lake red
5135,Pomerol 2010,France,Pomerol,Château l'Eglise-Clinet,4.5,41,439.95,2010,red,Pomerol 2010 Château l'Eglise-Clinet red
5136,Pimpala Road Shiraz 2017,Australia,South Australia,Geoff Merrill,3.8,41,9.26,2017,red,Pimpala Road Shiraz 2017 Geoff Merrill red
5137,Summa Edición Limitada 2015,Spain,Ribera del Duero,Portia,4.4,41,89.0,2015,red,Summa Edición Limitada 2015 Portia red
5138,Cabernet - Shiraz 2018,Spain,La Mancha,Añoranza,3.2,41,4.44,2018,red,Cabernet - Shiraz 2018 Añoranza red
5139,Pinot Noir 2017,United States,Russian River Valley,Paul Hobbs,4.4,41,69.0,2017,red,Pinot Noir 2017 Paul Hobbs red
5140,Cirò Rosso Classico 2017,Italy,Cirò,Tenuta dei Baroni Capoano,3.6,41,8.45,2017,red,Cirò Rosso Classico 2017 Tenuta dei Baroni Capoano red
5141,Vierlas 2015,Spain,Ribera del Queiles,Guelbenzu,3.6,41,5.95,2015,red,Vierlas 2015 Guelbenzu red
5142,Sunnae Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Col del Mondo,3.5,41,8.09,2018,red,Sunnae Montepulciano d'Abruzzo 2018 Col del Mondo red
5143,Saint-Émilion Grand Cru 2008,France,Saint-Émilion Grand Cru,Château Bellevue-Mondotte,4.4,41,257.35,2008,red,Saint-Émilion Grand Cru 2008 Château Bellevue-Mondotte red
5144,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016,France,Saint-Émilion Grand Cru,Château Belair-Monange,4.3,41,167.95,2016,red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016 Château Belair-Monange red
5145,Sud Negroamaro 2018,Italy,Salento,San Marzano,4.0,41,7.25,2018,red,Sud Negroamaro 2018 San Marzano red
5146,Tempranillo (Roble) 2018,Spain,Castilla,Las Corazas,3.4,41,4.75,2018,red,Tempranillo (Roble) 2018 Las Corazas red
5147,Logistilla Nerello Mascalese 2018,Italy,Terre Siciliane,Luna Gaia,4.0,41,8.95,2018,red,Logistilla Nerello Mascalese 2018 Luna Gaia red
5148,Micina Nerello Mascalese 2018,Italy,Terre Siciliane,Cellaro,3.9,410,8.49,2018,red,Micina Nerello Mascalese 2018 Cellaro red
5149,Haut-Médoc (Grand Cru Classé) 2016,France,Haut-Médoc,Château Cantemerle,3.9,410,38.95,2016,red,Haut-Médoc (Grand Cru Classé) 2016 Château Cantemerle red
5150,Bordeaux de Gloria 2016,France,Bordeaux,Château Gloria,3.5,410,9.7,2016,red,Bordeaux de Gloria 2016 Château Gloria red
5151,Toscana Rosso 2013,Italy,Toscana,Collazzi,4.1,410,86.33,2013,red,Toscana Rosso 2013 Collazzi red
5152,Listrac-Médoc 2016,France,Listrac-Médoc,Château Fourcas Dupré,3.7,410,15.45,2016,red,Listrac-Médoc 2016 Château Fourcas Dupré red
5153,Old Bush Vine Grenache (Samuel's Garden Collection) 2015,Australia,Barossa,Yalumba,3.8,411,20.76,2015,red,Old Bush Vine Grenache (Samuel's Garden Collection) 2015 Yalumba red
5154,Single Vineyard I Comunali Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Villalta,4.2,411,29.9,2015,red,Single Vineyard I Comunali Amarone della Valpolicella Classico 2015 Villalta red
5155,Bordeaux Supérieur 2016,France,Bordeaux Supérieur,Château Argadens,3.7,411,9.9,2016,red,Bordeaux Supérieur 2016 Château Argadens red
5156,Asinone Vino Nobile di Montepulciano 2014,Italy,Vino Nobile di Montepulciano,Poliziano,4.1,411,35.9,2014,red,Asinone Vino Nobile di Montepulciano 2014 Poliziano red
5157,Haut-Médoc 2015,France,Haut-Médoc,Château Paloumey,3.8,411,19.95,2015,red,Haut-Médoc 2015 Château Paloumey red
5158,Haut-Médoc (Grand Cru Classé) 2013,France,Haut-Médoc,Château La Tour Carnet,3.8,411,36.33,2013,red,Haut-Médoc (Grand Cru Classé) 2013 Château La Tour Carnet red
5159,Réserve del Conte 2017,Italy,Südtirol - Alto Adige,Manincor,3.9,411,16.21,2017,red,Réserve del Conte 2017 Manincor red
5160,Quinta da Leda Douro 2016,Portugal,Douro,Casa Ferreirinha,4.4,412,34.99,2016,red,Quinta da Leda Douro 2016 Casa Ferreirinha red
5161,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Canon,4.4,412,138.95,2005,red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005 Château Canon red
5162,Oak Aged Red Blend 2017,Spain,Navarra,Pago de Cirsus,3.8,412,5.75,2017,red,Oak Aged Red Blend 2017 Pago de Cirsus red
5163,Pinot Noir 2018,South Africa,Hemel-en-Aarde Valley,Hamilton Russell Vineyards,4.2,412,43.5,2018,red,Pinot Noir 2018 Hamilton Russell Vineyards red
5164,Villa Antinori Rosso 2017,Italy,Toscana,Antinori,4.1,412,12.57,2017,red,Villa Antinori Rosso 2017 Antinori red
5165,Saint-Julien (Grand Cru Classé) 2016,France,Saint-Julien,Château Lagrange,4.1,412,45.95,2016,red,Saint-Julien (Grand Cru Classé) 2016 Château Lagrange red
5166,Médoc 2015,France,Médoc,Château Saint-Aubin,3.7,413,15.05,2015,red,Médoc 2015 Château Saint-Aubin red
5167,Buio 2018,Italy,Carignano del Sulcis,Mesa,3.6,413,16.59,2018,red,Buio 2018 Mesa red
5168,Pomerol 2015,France,Pomerol,Château Chantalouette,3.9,413,31.19,2015,red,Pomerol 2015 Château Chantalouette red
5169,Montagne-Saint-Émilion 2014,France,Montagne-Saint-Émilion,Château Tour Bayard,3.9,413,17.79,2014,red,Montagne-Saint-Émilion 2014 Château Tour Bayard red
5170,Appassite Rosso 2018,Italy,Veneto,Luna Argenta,4.3,413,9.95,2018,red,Appassite Rosso 2018 Luna Argenta red
5171,Cabernet Sauvignon 2015,United States,Napa Valley,Robert Mondavi,4.0,4132,39.9,2015,red,Cabernet Sauvignon 2015 Robert Mondavi red
5172,Max Reserva Cabernet Sauvignon 2015,Chile,Aconcagua Valley,Errazuriz,3.8,4134,13.55,2015,red,Max Reserva Cabernet Sauvignon 2015 Errazuriz red
5173,Roble 2018,Spain,Ribera del Duero,Bodegas Vilano,3.8,414,8.1,2018,red,Roble 2018 Bodegas Vilano red
5174,Brunello di Montalcino 2012,Italy,Toscana,Fuligni,4.3,414,48.4,2012,red,Brunello di Montalcino 2012 Fuligni red
5175,Barolo Serralunga 2015,Italy,Barolo,Pira Luigi,4.1,414,32.0,2015,red,Barolo Serralunga 2015 Pira Luigi red
5176,Peiragal Barbera d'Alba 2017,Italy,Barbera d'Alba,Marchesi di Barolo,4.2,414,17.5,2017,red,Peiragal Barbera d'Alba 2017 Marchesi di Barolo red
5177,Merlot (Reserva) 2018,Chile,Central Valley,Casillero del Diablo,3.6,4152,7.89,2018,red,Merlot (Reserva) 2018 Casillero del Diablo red
5178,Saint-Julien 2015,France,Saint-Julien,Château du Glana,3.9,416,26.0,2015,red,Saint-Julien 2015 Château du Glana red
5179,Pessac-Léognan 2010,France,Pessac-Léognan,Château Haut-Bailly,4.3,416,155.0,2010,red,Pessac-Léognan 2010 Château Haut-Bailly red
5180,La Poja (Monovitigno Corvina Veronese) 2012,Italy,Verona,Allegrini,4.2,417,62.9,2012,red,La Poja (Monovitigno Corvina Veronese) 2012 Allegrini red
5181,Vacqueyras 2015,France,Vacqueyras,Xavier Vignon,3.8,417,16.75,2015,red,Vacqueyras 2015 Xavier Vignon red
5182,Paleo 2015,Italy,Toscana,Le Macchiole,4.4,417,96.52,2015,red,Paleo 2015 Le Macchiole red
5183,Gianni Masciarelli Montepulciano d'Abruzzo 2016,Italy,Montepulciano d'Abruzzo,Masciarelli,3.7,417,8.25,2016,red,Gianni Masciarelli Montepulciano d'Abruzzo 2016 Masciarelli red
5184,Syrah 2014,South Africa,Swartland,Boekenhoutskloof,4.3,418,55.0,2014,red,Syrah 2014 Boekenhoutskloof red
5185,Gran Enemigo Single Vineyard Gualtallary Cabernet Franc 2014,Argentina,Gualtallary,El Enemigo,4.6,4180,82.86,2014,red,Gran Enemigo Single Vineyard Gualtallary Cabernet Franc 2014 El Enemigo red
5186,Bordeaux Sélection Prestige Rouge 2016,France,Bordeaux,Barons de Rothschild (Lafite),3.7,419,18.95,2016,red,Bordeaux Sélection Prestige Rouge 2016 Barons de Rothschild (Lafite) red
5187,Salice Salentino 2015,Italy,Salice Salentino,Varvaglione,4.0,419,11.5,2015,red,Salice Salentino 2015 Varvaglione red
5188,Sapaio Bolgheri Superiore 2015,Italy,Bolgheri Superiore,Podere Sapaio,4.1,419,51.15,2015,red,Sapaio Bolgheri Superiore 2015 Podere Sapaio red
5189,Nebbiolo Gavarini Langhe 2017,Italy,Langhe,Elio Grasso,3.8,419,22.89,2017,red,Nebbiolo Gavarini Langhe 2017 Elio Grasso red
5190,Imagine 2015,France,Ventoux,Vindemio,3.7,42,12.95,2015,red,Imagine 2015 Vindemio red
5191,Nuits-Saint-Georges 1er Cru 'Les Murgers' 2011,France,Nuits-Saint-Georges 1er Cru 'Aux Murgers',Hudelot-Noëllat,4.1,42,77.5,2011,red,Nuits-Saint-Georges 1er Cru 'Les Murgers' 2011 Hudelot-Noëllat red
5192,Rust Tridendron Trocken 2016,Austria,Burgenland,Ernst Triebaumer,3.9,42,13.42,2016,red,Rust Tridendron Trocken 2016 Ernst Triebaumer red
5193,Listrac-Médoc 2016,France,Listrac-Médoc,Château Mayne Lalande,3.6,42,19.3,2016,red,Listrac-Médoc 2016 Château Mayne Lalande red
5194,Las Pizarras Pinot Noir 2016,Chile,Aconcagua Costa,Errazuriz,4.1,42,92.0,2016,red,Las Pizarras Pinot Noir 2016 Errazuriz red
5195,Moro 2015,Italy,Toscana,Montellori,3.3,42,12.45,2015,red,Moro 2015 Montellori red
5196,Refosco Dal Peduncolo Rosso Veneto 2015,Italy,Veneto,Torresella,3.4,42,6.77,2015,red,Refosco Dal Peduncolo Rosso Veneto 2015 Torresella red
5197,Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Giodo,4.5,42,95.53,2015,red,Brunello di Montalcino 2015 Giodo red
5198,Cuvèe St Valentin Lirac 2017,France,Lirac,Rocca Maura,4.0,42,11.74,2017,red,Cuvèe St Valentin Lirac 2017 Rocca Maura red
5199,Clos l'Hermitage Lalande de Pomerol 2014,France,Lalande-de-Pomerol,Bertin & Fils,3.9,42,19.29,2014,red,Clos l'Hermitage Lalande de Pomerol 2014 Bertin & Fils red
5200,Bordeaux 2018,France,Bordeaux,Les Hauts de Bel-Air,3.2,42,6.73,2018,red,Bordeaux 2018 Les Hauts de Bel-Air red
5201,St. Magdalener Rondell 2018,Italy,Südtirol - Alto Adige,Franz Gojer,3.9,42,14.9,2018,red,St. Magdalener Rondell 2018 Franz Gojer red
5202,Galea Vernatsch 2017,Italy,Südtirol - Alto Adige,Nals Margreid,3.6,42,11.9,2017,red,Galea Vernatsch 2017 Nals Margreid red
5203,Garance Massif d'Uchaux 2017,France,Côtes-du-Rhône-Villages 'Massif d'Uchaux',La Cabotte,3.7,42,11.9,2017,red,Garance Massif d'Uchaux 2017 La Cabotte red
5204,Brunello di Montalcino Montosoli 2015,Italy,Brunello di Montalcino,Altesino,4.4,42,79.95,2015,red,Brunello di Montalcino Montosoli 2015 Altesino red
5205,Barbera d'Alba Superiore 2017,Italy,Barbera d'Alba,Renzo Seghesio,4.0,42,15.0,2017,red,Barbera d'Alba Superiore 2017 Renzo Seghesio red
5206,Koiné Etna Rosso 2012,Italy,Etna,Antichi Vinai,3.8,42,21.29,2012,red,Koiné Etna Rosso 2012 Antichi Vinai red
