,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,WineStyle,Full_Name
5207,I Scuri Merlot 2018,Italy,Venezia,Borgo Molino,3.8,42,7.4,2018,red,I Scuri Merlot 2018 Borgo Molino red
5208,Stielle Gran Selezione Chianti Classico 2015,Italy,Chianti Classico,Rocca di Castagnoli,4.2,42,32.07,2015,red,Stielle Gran Selezione Chianti Classico 2015 Rocca di Castagnoli red
5209,Merlot 2017,South Africa,Stellenbosch,Delheim,3.5,42,13.9,2017,red,Merlot 2017 Delheim red
5210,In Signo Sagittarii 2011,Austria,Burgenland,Heribert Bayer,4.1,42,33.8,2011,red,In Signo Sagittarii 2011 Heribert Bayer red
5211,La Maîtresse 2018,France,Malepère,La Louvière,3.8,42,12.49,2018,red,La Maîtresse 2018 La Louvière red
5212,Italian Collection Nabucco 2013,South Africa,Stellenbosch,Morgenster Estate,4.1,42,36.5,2013,red,Italian Collection Nabucco 2013 Morgenster Estate red
5213,Pinot Noir 2017,Austria,Burgenland,Paul Achs,3.9,42,31.02,2017,red,Pinot Noir 2017 Paul Achs red
5214,Île des Vergelesses Pernand-Vergelesses 1er Cru Rouge 2017,France,Pernand-Vergelesses Premier Cru,Chandon de Briailles,4.2,42,69.0,2017,red,Île des Vergelesses Pernand-Vergelesses 1er Cru Rouge 2017 Chandon de Briailles red
5215,Sello del Rey Tempranillo 2014,Spain,Castilla,Munoz,3.3,42,21.93,2014,red,Sello del Rey Tempranillo 2014 Munoz red
5216,Chianti Classico Gran Selezione 2006,Italy,Chianti Classico,Isole e Olena,4.6,42,212.92,2006,red,Chianti Classico Gran Selezione 2006 Isole e Olena red
5217,Bordeaux Supérieur Merlot 2015,France,Bordeaux Supérieur,Château Saby,3.7,42,8.72,2015,red,Bordeaux Supérieur Merlot 2015 Château Saby red
5218,Fossati Barolo 2011,Italy,Barolo,Enzo Boglietti,4.0,42,59.0,2011,red,Fossati Barolo 2011 Enzo Boglietti red
5219,Merlot 2018,Italy,Südtirol - Alto Adige,Tramin,3.6,42,9.4,2018,red,Merlot 2018 Tramin red
5220,Châteauneuf-du-Pape 2018,France,Châteauneuf-du-Pape,Armand Dartois,3.8,42,21.5,2018,red,Châteauneuf-du-Pape 2018 Armand Dartois red
5221,Pomerol 2016,France,Pomerol,Château Gombaude-Guillot,4.2,42,67.6,2016,red,Pomerol 2016 Château Gombaude-Guillot red
5222,Blaufränkisch Alter Berg 2015,Austria,Neusiedlersee-Hügelland,Heinrich,3.8,42,50.47,2015,red,Blaufränkisch Alter Berg 2015 Heinrich red
5223,Reserve Blaufränkisch 2016,Austria,Carnuntum,Weingut Trapl,3.8,42,16.21,2016,red,Reserve Blaufränkisch 2016 Weingut Trapl red
5224,Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Léoville Las Cases,4.3,42,232.98,2017,red,Saint-Julien (Grand Cru Classé) 2017 Château Léoville Las Cases red
5225,Trittico 2017,Italy,Toscana,Poggio Al Sole,3.7,42,10.0,2017,red,Trittico 2017 Poggio Al Sole red
5226,Tempranillo Trocken 2017,Germany,Pfalz,Weingut Metzger,4.2,42,22.0,2017,red,Tempranillo Trocken 2017 Weingut Metzger red
5227,Cuvée Passion Bordeaux 2015,France,Bordeaux,Château Tour de Mirambeau,4.1,42,18.5,2015,red,Cuvée Passion Bordeaux 2015 Château Tour de Mirambeau red
5228,Côtes du Rhône 2018,France,Côtes-du-Rhône,Château Mont-Redon,3.8,42,10.23,2018,red,Côtes du Rhône 2018 Château Mont-Redon red
5229,Toreye Spätburgunder Trocken 2017,Germany,Pfalz,Eymann,4.0,42,16.9,2017,red,Toreye Spätburgunder Trocken 2017 Eymann red
5230,Marsannay 'Les Echezots' 2014,France,Marsannay,Domaine Ballorin,3.6,42,31.48,2014,red,Marsannay 'Les Echezots' 2014 Domaine Ballorin red
5231,Centenario Reserva Cabernet Sauvignon 2016,Argentina,San Rafael,Goyenechea,3.1,42,10.99,2016,red,Centenario Reserva Cabernet Sauvignon 2016 Goyenechea red
5232,Mamuthone Cannonau di Sardegna 2017,Italy,Cannonau di Sardegna,Giuseppe Sedilesu,4.0,42,15.4,2017,red,Mamuthone Cannonau di Sardegna 2017 Giuseppe Sedilesu red
5233,Saintem Saint-Émilion Grand Cru 2015,France,Saint-Émilion Grand Cru,Denis Durantou,3.7,42,19.95,2015,red,Saintem Saint-Émilion Grand Cru 2015 Denis Durantou red
5234,The Villain Cabernet Sauvignon 2017,Australia,McLaren Vale,Hugh Hamilton,3.8,42,17.35,2017,red,The Villain Cabernet Sauvignon 2017 Hugh Hamilton red
5235,Retreat Shiraz - Grenache 2017,Australia,South Australia,Scotts Creek,3.6,42,9.37,2017,red,Retreat Shiraz - Grenache 2017 Scotts Creek red
5236,Côtes-du-Rhône 2019,France,Côtes-du-Rhône,M. Chapoutier,3.9,42,9.37,2019,red,Côtes-du-Rhône 2019 M. Chapoutier red
5237,Pinot Noir 2018,South Africa,Stellenbosch,Meerlust,4.0,42,23.9,2018,red,Pinot Noir 2018 Meerlust red
5238,Plenum Amarone della Valpolicella 2012,Italy,Amarone della Valpolicella,Villa Canestrari,4.4,42,47.77,2012,red,Plenum Amarone della Valpolicella 2012 Villa Canestrari red
5239,Dicker Franz Blaufränkisch 2012,Germany,Baden,Burg Ravensburg,4.1,42,31.09,2012,red,Dicker Franz Blaufränkisch 2012 Burg Ravensburg red
5240,Barolo 2013,Italy,Barolo,Bera,4.1,42,27.2,2013,red,Barolo 2013 Bera red
5241,The Minotaur 2016,South Africa,Western Cape,Doolhof Wine Estate,3.7,42,24.5,2016,red,The Minotaur 2016 Doolhof Wine Estate red
5242,Rioja La Vendimia 2018,Spain,Rioja,Palacios Remondo,3.9,420,9.26,2018,red,Rioja La Vendimia 2018 Palacios Remondo red
5243,Tempranillo 2018,Spain,Ribera del Duero,Torremorón,3.8,420,7.0,2018,red,Tempranillo 2018 Torremorón red
5244,Carmenère 2018,Chile,Colchagua Valley,Veramonte,3.7,420,8.5,2018,red,Carmenère 2018 Veramonte red
5245,Barolo Riserva 2012,Italy,Barolo,Borgogno,4.2,420,137.81,2012,red,Barolo Riserva 2012 Borgogno red
5246,Saint-Julien (Grand Cru Classé) 2010,France,Saint-Julien,Château Léoville Las Cases,4.6,421,316.95,2010,red,Saint-Julien (Grand Cru Classé) 2010 Château Léoville Las Cases red
5247,Impari Nero d'Avola 2013,Italy,Terre Siciliane,Zabu,4.2,421,17.5,2013,red,Impari Nero d'Avola 2013 Zabu red
5248,Premium Pinot Noir 2016,New Zealand,Marlborough,Saint Clair,3.6,421,18.86,2016,red,Premium Pinot Noir 2016 Saint Clair red
5249,Terre Brune Superiore Carignano del Sulcis 2015,Italy,Carignano del Sulcis,Santadi,4.2,421,36.45,2015,red,Terre Brune Superiore Carignano del Sulcis 2015 Santadi red
5250,Barolo 2013,Italy,Barolo,Fontanafredda,3.7,4210,47.53,2013,red,Barolo 2013 Fontanafredda red
5251,Cabernet Sauvignon (Cs) 2017,United States,Columbia Valley,Substance,3.7,4216,23.9,2017,red,Cabernet Sauvignon (Cs) 2017 Substance red
5252,Maestro Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Vivaldi,4.1,422,41.92,2015,red,Maestro Amarone della Valpolicella Classico 2015 Vivaldi red
5253,Domaine Grand Veneur Côtes du Rhône Les Champauvins 2017,France,Côtes-du-Rhône,Alain Jaume,3.9,422,9.7,2017,red,Domaine Grand Veneur Côtes du Rhône Les Champauvins 2017 Alain Jaume red
5254,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015,France,Saint-Émilion Grand Cru,Château Canon-La-Gaffelière,4.3,423,109.95,2015,red,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015 Château Canon-La-Gaffelière red
5255,Charles Wetmore Cabernet Sauvignon 2017,United States,Livermore Valley,Wente,4.0,423,18.2,2017,red,Charles Wetmore Cabernet Sauvignon 2017 Wente red
5256,Montepulciano d'Abruzzo Colline Teramane 2012,Italy,Montepulciano d'Abruzzo Colline Teramane,Farnese,3.9,423,19.3,2012,red,Montepulciano d'Abruzzo Colline Teramane 2012 Farnese red
5257,Dolcetto d'Alba 2018,Italy,Dolcetto d'Alba,G.D. Vajra,3.8,423,12.62,2018,red,Dolcetto d'Alba 2018 G.D. Vajra red
5258,Toscana Torrione 2015,Italy,Toscana,Petrolo,3.7,423,19.35,2015,red,Toscana Torrione 2015 Petrolo red
5259,Buio Buio 2014,Italy,Carignano del Sulcis,Mesa,4.0,424,35.09,2014,red,Buio Buio 2014 Mesa red
5260,Malbec Reserva 2013,Argentina,Mendoza,Argento,3.5,424,18.79,2013,red,Malbec Reserva 2013 Argento red
5261,Shiraz 2016,South Africa,Citrusdal Mountain,Cederberg,4.1,424,27.82,2016,red,Shiraz 2016 Cederberg red
5262,Ribera del Duero Reserva 2010,Spain,Ribera del Duero,Condado de Haza,3.9,424,24.27,2010,red,Ribera del Duero Reserva 2010 Condado de Haza red
5263,Gran Corte 2011,Argentina,Vista Flores,Flechas de los Andes,4.0,425,35.77,2011,red,Gran Corte 2011 Flechas de los Andes red
5264,Pierneef Collection Shiraz - Viognier 2017,South Africa,Franschhoek,La Motte Wine Estate,4.1,425,17.89,2017,red,Pierneef Collection Shiraz - Viognier 2017 La Motte Wine Estate red
5265,Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Valdicava,4.4,426,67.8,2012,red,Brunello di Montalcino 2012 Valdicava red
5266,Les Cépages Pinot Noir 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.5,426,6.97,2018,red,Les Cépages Pinot Noir 2018 Baron Philippe de Rothschild red
5267,Poggio Bestiale 2012,Italy,Maremma Toscana,Fattoria di Magliano,3.8,426,24.99,2012,red,Poggio Bestiale 2012 Fattoria di Magliano red
5268,Listrac-Médoc 2010,France,Listrac-Médoc,Château Fourcas-Borie,3.7,426,19.5,2010,red,Listrac-Médoc 2010 Château Fourcas-Borie red
5269,Terroir Series Ambrosia Malbec 2015,Argentina,Mendoza,Trapiche,4.4,426,31.9,2015,red,Terroir Series Ambrosia Malbec 2015 Trapiche red
5270,Kadette Cape Blend 2018,South Africa,Stellenbosch,Kanonkop,3.8,427,12.6,2018,red,Kadette Cape Blend 2018 Kanonkop red
5271,Gran Maestro Primitivo di Manduria 2016,Italy,Primitivo di Manduria,Maestro Italiano,3.8,427,8.61,2016,red,Gran Maestro Primitivo di Manduria 2016 Maestro Italiano red
5272,Lalande-de-Pomerol 2014,France,Lalande-de-Pomerol,Château La Fleur de Boüard,3.8,427,31.9,2014,red,Lalande-de-Pomerol 2014 Château La Fleur de Boüard red
5273,Chianti Classico Riserva 2015,Italy,Chianti Classico,Brancaia,4.1,427,23.29,2015,red,Chianti Classico Riserva 2015 Brancaia red
5274,Casal Mor Special Selection Tinto 2016,Portugal,Dão,Caves Primavera,3.2,427,6.33,2016,red,Casal Mor Special Selection Tinto 2016 Caves Primavera red
5275,Novas Gran Reserva Cabernet Sauvignon 2016,Chile,Maipo Valley,Emiliana,3.6,428,10.5,2016,red,Novas Gran Reserva Cabernet Sauvignon 2016 Emiliana red
5276,Lalande-de-Pomerol 2013,France,Lalande-de-Pomerol,Château La Fleur de Boüard,3.9,428,29.5,2013,red,Lalande-de-Pomerol 2013 Château La Fleur de Boüard red
5277,Pinot Noir Reserva 2016,Chile,Casablanca Valley,Casas del Bosque,3.7,428,11.95,2016,red,Pinot Noir Reserva 2016 Casas del Bosque red
5278,Diamond Collection Cabernet Sauvignon (Ivory Label) 2017,United States,Napa Valley,Francis Ford Coppola,3.9,4280,24.75,2017,red,Diamond Collection Cabernet Sauvignon (Ivory Label) 2017 Francis Ford Coppola red
5279,Monte Clavijo Rioja Tempranillo 2016,Spain,Rioja,Castillo Clavijo,3.5,429,5.51,2016,red,Monte Clavijo Rioja Tempranillo 2016 Castillo Clavijo red
5280,Alicante Bouschet - Cabernet Sauvignon 2015,Portugal,Lisboa,Brutalis,4.2,429,27.9,2015,red,Alicante Bouschet - Cabernet Sauvignon 2015 Brutalis red
5281,120 Cabernet Sauvignon 2018,Chile,Central Valley,Santa Rita,3.5,429,6.33,2018,red,120 Cabernet Sauvignon 2018 Santa Rita red
5282,Reserva 2014,Spain,Ribera del Duero,Protos,4.2,429,25.85,2014,red,Reserva 2014 Protos red
5283,Gabarinza 2015,Austria,Burgenland,Heinrich,4.1,429,42.5,2015,red,Gabarinza 2015 Heinrich red
5284,Cannubi Barolo 2015,Italy,Barolo,Marchesi di Barolo,4.2,43,47.77,2015,red,Cannubi Barolo 2015 Marchesi di Barolo red
5285,Pinot Noir 2016,Germany,Mosel,Maximin Grünhaus,3.9,43,31.1,2016,red,Pinot Noir 2016 Maximin Grünhaus red
5286,Margaux (Grand Cru Classé) 2017,France,Margaux,Château Ferrière,3.8,43,46.79,2017,red,Margaux (Grand Cru Classé) 2017 Château Ferrière red
5287,Barolo Brunate 2015,Italy,Barolo,Vietti,4.3,43,163.93,2015,red,Barolo Brunate 2015 Vietti red
5288,Edição Especial Tinto 2015,Portugal,Dão,Cabriz,4.2,43,16.48,2015,red,Edição Especial Tinto 2015 Cabriz red
5289,Rocche dei 7 Fratelli Barbaresco 2014,Italy,Barbaresco,Lodali,3.8,43,21.9,2014,red,Rocche dei 7 Fratelli Barbaresco 2014 Lodali red
5290,Lirac Le Classique Rouge 2016,France,Lirac,La Rocalière,3.9,43,12.18,2016,red,Lirac Le Classique Rouge 2016 La Rocalière red
5291,Urbulle 2014,Germany,Pfalz,Weingut Metzger,3.8,43,18.95,2014,red,Urbulle 2014 Weingut Metzger red
5292,Recher Herrenberg Spätburgunder 2014,Germany,Ahr,Jean Stodden,3.7,43,28.01,2014,red,Recher Herrenberg Spätburgunder 2014 Jean Stodden red
5293,Conte Giangirolamo 2016,Italy,Puglia,Girolamo,4.3,43,31.59,2016,red,Conte Giangirolamo 2016 Girolamo red
5294,Gevrey-Chambertin 2014,France,Gevrey-Chambertin,Labouré-Roi,3.3,43,48.9,2014,red,Gevrey-Chambertin 2014 Labouré-Roi red
5295,Pago del Conde 2012,Spain,Castilla y León,Ermita del Conde,4.0,43,28.9,2012,red,Pago del Conde 2012 Ermita del Conde red
5296,Syrah 2015,Portugal,Alentejano,Monte da Caçada,4.0,43,9.75,2015,red,Syrah 2015 Monte da Caçada red
5297,Fincas Valdemacuco Crianza 2015,Spain,Ribera del Duero,Bodegas Valdemar,4.0,43,19.79,2015,red,Fincas Valdemacuco Crianza 2015 Bodegas Valdemar red
5298,Pewter Series Shiraz 2016,Australia,Barossa Valley,Tempus Two,3.8,43,19.95,2016,red,Pewter Series Shiraz 2016 Tempus Two red
5299,Martin Melck Cabernet Sauvignon 2012,South Africa,Stellenbosch,Muratie,3.9,43,17.29,2012,red,Martin Melck Cabernet Sauvignon 2012 Muratie red
5300,Verrenberg Butzen Lemberger Trocken 2012,Germany,Württemberg,Fürst Hohenlohe Oehringen,3.5,43,9.0,2012,red,Verrenberg Butzen Lemberger Trocken 2012 Fürst Hohenlohe Oehringen red
5301,Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Barrail du Blanc,3.9,43,24.9,2016,red,Saint-Émilion Grand Cru 2016 Château Barrail du Blanc red
5302,I Galli Valpolicella Ripasso Classico Superiore 2010,Italy,Valpolicella Ripasso,Le Ragose,3.7,43,16.76,2010,red,I Galli Valpolicella Ripasso Classico Superiore 2010 Le Ragose red
5303,Shiraz 2017,South Africa,Stellenbosch,Kaapzicht,4.0,43,14.95,2017,red,Shiraz 2017 Kaapzicht red
5304,Handwerk Spätburgunder 2018,Germany,Ahr,Julia Bertram,3.7,43,11.95,2018,red,Handwerk Spätburgunder 2018 Julia Bertram red
5305,Malbec 2016,France,Pays d'Oc,Leval,3.6,43,5.69,2016,red,Malbec 2016 Leval red
5306,Blaufränkisch 2017,Austria,Carnuntum,Markowitsch,3.6,43,8.24,2017,red,Blaufränkisch 2017 Markowitsch red
5307,Reserva Malbec 2016,Chile,Colchagua Valley,Caliterra,3.0,43,7.9,2016,red,Reserva Malbec 2016 Caliterra red
5308,Châteauneuf-du-Pape 2018,France,Châteauneuf-du-Pape,Domaine de la Solitude,4.4,43,30.0,2018,red,Châteauneuf-du-Pape 2018 Domaine de la Solitude red
5309,Pinot Noir 2018,South Africa,Elgin,Paul Cluver,4.1,43,21.04,2018,red,Pinot Noir 2018 Paul Cluver red
5310,Exclusive Blend 2014,South Africa,Stellenbosch,Peter Falke,4.0,43,29.5,2014,red,Exclusive Blend 2014 Peter Falke red
5311,Hermitage Rouge 2004,France,Hermitage,Tardieu-Laurent,4.4,43,69.95,2004,red,Hermitage Rouge 2004 Tardieu-Laurent red
5312,Mencia 2011,Spain,Ribeira Sacra,Algueira,3.8,43,13.35,2011,red,Mencia 2011 Algueira red
5313,Pic-Saint-Loup 2017,France,Pic-Saint-Loup,Mortiès,3.8,43,16.9,2017,red,Pic-Saint-Loup 2017 Mortiès red
5314,Recher Herrenberg Spätburgunder 2016,Germany,Ahr,Jean Stodden,4.1,43,29.9,2016,red,Recher Herrenberg Spätburgunder 2016 Jean Stodden red
5315,Côte de Beaune-Villages 2017,France,Côte de Beaune Villages,Louis Latour,3.6,43,22.49,2017,red,Côte de Beaune-Villages 2017 Louis Latour red
5316,Bandol Rouge 2011,France,Bandol,Domaine de la Tour du Bon,4.0,43,35.9,2011,red,Bandol Rouge 2011 Domaine de la Tour du Bon red
5317,Merlot 2016,Italy,Sicilia,Stemmari,3.5,43,4.73,2016,red,Merlot 2016 Stemmari red
5318,Corton Grand Cru Pougets 2016,France,Corton Grand Cru,Louis Jadot,4.3,43,96.03,2016,red,Corton Grand Cru Pougets 2016 Louis Jadot red
5319,Pessac-Léognan 2005,France,Pessac-Léognan,Château Branon,4.3,43,119.95,2005,red,Pessac-Léognan 2005 Château Branon red
5320,Chateauneuf-du-Pape Adrastée Rouge 2015,France,Châteauneuf-du-Pape,Les Halos de Jupiter,4.4,43,48.64,2015,red,Chateauneuf-du-Pape Adrastée Rouge 2015 Les Halos de Jupiter red
5321,Côtes du Rhône Nature 2018,France,Côtes-du-Rhône,Clos du Caillou,3.7,43,19.3,2018,red,Côtes du Rhône Nature 2018 Clos du Caillou red
5322,Magnoux Faugères 2015,France,Faugères,Saint Antonin,3.9,43,17.9,2015,red,Magnoux Faugères 2015 Saint Antonin red
5323,Vigneto Bordini Barbaresco 2017,Italy,Barbaresco,La Spinetta,4.0,43,38.02,2017,red,Vigneto Bordini Barbaresco 2017 La Spinetta red
5324,Gigondas Le Claux 2009,France,Gigondas,Château de Saint Cosme,4.1,43,49.95,2009,red,Gigondas Le Claux 2009 Château de Saint Cosme red
5325,Cannonau di Sardegna 2015,Italy,Cannonau di Sardegna,Vinicola Cherchi,3.4,43,12.9,2015,red,Cannonau di Sardegna 2015 Vinicola Cherchi red
5326,Barolo 2011,Italy,Barolo,Casetta,3.8,43,29.95,2011,red,Barolo 2011 Casetta red
5327,Emeritvs (Emeritus) 1998,Spain,Dominio de Valdepusa,Marqués de Griñon,4.5,43,53.29,1998,red,Emeritvs (Emeritus) 1998 Marqués de Griñon red
5328,Heideboden 2018,Austria,Heideboden,Anita Nittnaus Hans,3.7,43,12.87,2018,red,Heideboden 2018 Anita Nittnaus Hans red
5329,Dolcetto d'Acqui 2018,Italy,Dolcetto d'Acqui,Tenimenti Ca'Bianca,3.1,43,6.75,2018,red,Dolcetto d'Acqui 2018 Tenimenti Ca'Bianca red
5330,Vineyard Selection Cabernet Sauvignon (Barrel Matured) 2017,South Africa,Stellenbosch,Kleine Zalze,3.9,430,15.5,2017,red,Vineyard Selection Cabernet Sauvignon (Barrel Matured) 2017 Kleine Zalze red
5331,Lilium Governo 2016,Italy,Toscana,Melini,3.8,430,6.49,2016,red,Lilium Governo 2016 Melini red
5332,Z 2015,South Africa,Stellenbosch,De Toren,4.3,430,28.5,2015,red,Z 2015 De Toren red
5333,Diamond Collection Syrah - Shiraz (Green Label) 2016,United States,Napa Valley,Francis Ford Coppola,3.9,431,21.5,2016,red,Diamond Collection Syrah - Shiraz (Green Label) 2016 Francis Ford Coppola red
5334,ARDO de Marqués de Riscal 2015,Spain,Rioja,Marqués de Riscal,3.6,431,9.37,2015,red,ARDO de Marqués de Riscal 2015 Marqués de Riscal red
5335,Carchelo (C) 2016,Spain,Jumilla,Carchelo,3.6,431,9.23,2016,red,Carchelo (C) 2016 Carchelo red
5336,Jester Shiraz 2017,Australia,McLaren Vale,Mitolo,3.8,432,18.42,2017,red,Jester Shiraz 2017 Mitolo red
5337,Barrel Select Malbec 2019,Argentina,San Juan,Bodega Finca Las Moras,3.9,433,9.37,2019,red,Barrel Select Malbec 2019 Bodega Finca Las Moras red
5338,Ziggurat Montefalco Rosso 2017,Italy,Montefalco,Tenuta Castelbuono,3.8,433,12.99,2017,red,Ziggurat Montefalco Rosso 2017 Tenuta Castelbuono red
5339,Torre Muga 2015,Spain,Rioja,Muga,4.3,433,74.0,2015,red,Torre Muga 2015 Muga red
5340,Pauillac (Grand Cru Classé) 2014,France,Pauillac,Château Grand-Puy Ducasse,3.9,433,54.81,2014,red,Pauillac (Grand Cru Classé) 2014 Château Grand-Puy Ducasse red
5341,Viña Lanciano Reserva 2012,Spain,Rioja,Lan,3.9,433,18.51,2012,red,Viña Lanciano Reserva 2012 Lan red
5342,Le Difese 2016,Italy,Toscana,Tenuta San Guido,3.8,4334,18.9,2016,red,Le Difese 2016 Tenuta San Guido red
5343,Cuvée Juveniles 2015,Australia,Barossa,Torbreck,3.7,434,27.5,2015,red,Cuvée Juveniles 2015 Torbreck red
5344,Pinot Noir Pequeñas Producciones 2015,Chile,Casablanca Valley,Casas del Bosque,4.2,434,28.95,2015,red,Pinot Noir Pequeñas Producciones 2015 Casas del Bosque red
5345,Torremilanos Crianza Ribera del Duero 2015,Spain,Ribera del Duero,Finca Torremilanos,3.8,434,15.5,2015,red,Torremilanos Crianza Ribera del Duero 2015 Finca Torremilanos red
5346,Haut-Médoc 2016,France,Haut-Médoc,Château Cambon La Pelouse,3.8,434,17.95,2016,red,Haut-Médoc 2016 Château Cambon La Pelouse red
5347,Barbera d’Alba 2016,Italy,Piemonte,Bruno Giacosa,4.0,435,22.21,2016,red,Barbera d’Alba 2016 Bruno Giacosa red
5348,Inferno Valtellina Superiore 2016,Italy,Valtellina Superiore,Nino Negri,3.6,435,11.2,2016,red,Inferno Valtellina Superiore 2016 Nino Negri red
5349,The Winemaster's Merlot 2016,South Africa,Coastal Region,Nederburg,3.4,435,6.63,2016,red,The Winemaster's Merlot 2016 Nederburg red
5350,Gran Reserva Rioja (Finca Ygay) 2012,Spain,Rioja,Marqués de Murrieta,4.2,435,57.89,2012,red,Gran Reserva Rioja (Finca Ygay) 2012 Marqués de Murrieta red
5351,Haut-Médoc 2009,France,Haut-Médoc,Château Soudars,3.6,436,34.12,2009,red,Haut-Médoc 2009 Château Soudars red
5352,3 Finques (Fincas) Crianza 2016,Spain,Empordà,Castillo Perelada,3.6,436,8.99,2016,red,3 Finques (Fincas) Crianza 2016 Castillo Perelada red
5353,Côtes du Rhône Réserve Rouge 2018,France,Côtes-du-Rhône,Les Dauphins,3.6,436,6.83,2018,red,Côtes du Rhône Réserve Rouge 2018 Les Dauphins red
5354,Beaujolais-Villages Nouveau 2015,France,Beaujolais-Villages,Georges Duboeuf,3.3,436,9.65,2015,red,Beaujolais-Villages Nouveau 2015 Georges Duboeuf red
5355,Rouge (Gaston Hochar) 2005,Lebanon,Bekaa Valley,Château Musar,4.3,4361,48.64,2005,red,Rouge (Gaston Hochar) 2005 Château Musar red
5356,Primitivo 2019,Italy,Salento,Doppio Passo,4.1,4361,7.4,2019,red,Primitivo 2019 Doppio Passo red
5357,Moulis-en-Médoc 2015,France,Moulis-en-Médoc,Château Poujeaux,3.9,437,47.95,2015,red,Moulis-en-Médoc 2015 Château Poujeaux red
5358,Pessac-Léognan (Grand Cru Classé de Graves) 2015,France,Pessac-Léognan,Château de Fieuzal,4.0,437,48.25,2015,red,Pessac-Léognan (Grand Cru Classé de Graves) 2015 Château de Fieuzal red
5359,Rioja Gran Reserva 2010,Spain,Rioja,Castillo Clavijo,3.9,437,17.63,2010,red,Rioja Gran Reserva 2010 Castillo Clavijo red
5360,Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Poggio Landi,4.2,437,40.0,2013,red,Brunello di Montalcino 2013 Poggio Landi red
5361,Pago Florentino 2016,Spain,Pago Florentino,Arzuaga,3.9,438,14.75,2016,red,Pago Florentino 2016 Arzuaga red
